Magnitude,Location,Latitude,Longitude
3.2,"69 km NNW of Arctic Village, Alaska",68.6959,-146.2385
1.4,"58 km W of Nanwalek, Alaska",59.3842,-152.948
0.59,"15 km S of Parkdale, Oregon",45.385333333333335,-121.5795
2.5,"3 km SE of Susitna North, Alaska",62.1421,-149.8088
1.9,"2 km SSW of Pāhala, Hawaii",19.1844997406006,-155.490493774414
1.64,"6 km SE of Big Pine, CA",37.1243324279785,-118.236999511719
1.1,"42 km WNW of Lake Louise, Alaska",62.3982,-147.3333
1.16,"11 km E of Cloverdale, CA",38.8349990844727,-122.891998291016
1.6,"56 km WNW of Happy Valley, Alaska",60.0893,-152.707
0.65,"16 km ESE of Anza, CA",33.506,-116.5063333
1.6,"31 km WNW of Petersville, Alaska",62.6417,-151.2877
0.06,"16 km E of Ridgecrest, CA",35.6141667,-117.502
0.89,"2 km  of The Geysers, CA",38.7948341369629,-122.762168884277
0.5,"18 km NNW of Benton City, Washington",46.41683333333334,-119.569
0.19,"40 km NE of Adak, Alaska",52.0868333333333,-176.151666666667
1.74,"7 km SSE of Volcano, Hawaii",19.3731670379639,-155.218002319336
1.7,"14 km NW of Fowlerton, Texas",28.571,-98.9
1.34,"2 km ESE of The Geysers, CA",38.7718315124512,-122.737335205078
1.05,"5 km NNW of Redwood Valley, CA",39.3,-123.24
0.38,"7 km WNW of Cobb, CA",38.8395004272461,-122.799331665039
2.43,"8 km S of Indios, Puerto Rico",17.9146666666667,-66.8131666666667
2.41,"10 km S of Volcano, Hawaii",19.3481666666667,-155.214833333333
2.9,"5 km NNW of Central, Alaska",65.6226,-144.8492
1.11,"3 km NW of The Geysers, CA",38.792667388916,-122.778663635254
0.25,"260 km W of Adak, Alaska",51.9,179.584333333333
1.28,"2 km N of Rancho Cucamonga, CA",34.142,-117.5796667
1.85,"37 km S of False Pass, Alaska",54.5193333333333,-163.498666666667
0.62,"8 km NW of Prague, Oklahoma",35.552,-96.741
1.08,"16 km NW of Emery, Utah",39.009,-111.399166666667
1.2,"26 km NE of Fox, Alaska",65.1381,-147.2672
2.5,"56 km S of Whites City, New Mexico",31.668,-104.341
1.2,"52 km SSE of Denali National Park, Alaska",63.0991,-151.344
1.5,"19 km SW of Falls City, Texas",28.882,-98.186
0.66,"7 km WNW of Cobb, CA",38.8375015258789,-122.801002502441
1.17,"17 km E of Ridgecrest, CA",35.6016667,-117.4931667
1.7,"34 km NW of Toyah, Texas",31.565,-104.016
0.52,"12 km ESE of Anza, CA",33.4976667,-116.5656667
0.92,"13 km NE of Milford, Utah",38.4793333333333,-112.897166666667
1.5,"23 km W of Manley Hot Springs, Alaska",64.985,-151.1285
1.12,"8 km SSW of Big Bear Lake, CA",34.1701667,-116.931
1.6,"50 km NNE of Aleneva, Alaska",58.4929,-152.6454
0.8,"36 km N of Sutcliffe, Nevada",40.283,-119.6072
1.08,"3 km ESE of The Geysers, CA",38.7693328857422,-122.725997924805
0.34,"14 km SSE of Anza, CA",33.4493333,-116.5903333
1.47,"7 km NW of The Geysers, CA",38.8116683959961,-122.817832946777
1.44,"1 km NNE of Rancho Cucamonga, CA",34.1355,-117.574
-0.33,"84 km NNW of Karluk, Alaska",58.238,-155.1385
2.7,"143 km SSE of Sand Point, Alaska",54.1227,-159.7419
2.44,"4 km W of McArthur, CA",41.04,-121.44
1.73,"19 km S of Trona, CA",35.5958333,-117.403
1.34,"1 km SE of New Hope, Oregon",42.3505,-123.35283333333334
2.17,"17 km W of Searles Valley, CA",35.7678333,-117.5883333
1.85000002,"3 km SSW of Pāhala, Hawaii",19.1733341217041,-155.486328125
-0.3,"49 km ESE of Beatty, Nevada",36.6765,-116.2836
4.3,"54 km ESE of Sarangani, Philippines",5.1515,125.8898
1.03,"10 km SE of Katie, Oklahoma",34.51283333,-97.26883333
0.83,"14 km NE of Milford, Utah",38.4948333333333,-112.9005
0.9,"14 km NE of Milford, Utah",38.4943333333333,-112.897166666667
0.01,"15 km NE of Milford, Utah",38.5035,-112.896166666667
1.39,"4 km ENE of Rancho San Diego, CA",32.7636667,-116.8953333
-0.27,"14 km NE of Milford, Utah",38.4993333333333,-112.903166666667
1.1,"22 km WNW of Ninilchik, Alaska",60.1539,-152.0085
0.96,"7 km SSE of Littlerock, CA",34.4618333,-117.9678333
0.88,"8 km NNW of The Geysers, CA",38.8279991149902,-122.813835144043
0.9,"68 km NNW of Karluk, Alaska",58.1388,-154.9017
1.1,"9 km ESE of Katie, Oklahoma",34.54916667,-97.25066667
1.03,"13 km SE of Tehachapi, CA",35.0578333,-118.3365
0.7,"7 km S of Idyllwild, CA",33.6755,-116.7151667
1.16,"7 km S of Foster, Oklahoma",34.5485,-97.48483333
1.25,"8 km S of Idyllwild, CA",33.6646667,-116.721
1.2,"28 km W of Minto, Alaska",65.1269,-149.9624
0.8,"4 km SSW of Patton Village, California",40.1026,-120.1652
1.58,"11 km NE of Talmage, CA",39.21,-123.09
0.8,"27 km NNW of Willow, Alaska",61.9647,-150.296
1.6,"9 km S of Carter Springs, Nevada",38.7751,-119.6512
5.1,"2 km W of Campana, Italy",39.411,16.7948
0.9,"10 km N of Susitna North, Alaska",62.2562,-149.8764
1.7,"11 km NE of Talmage, CA",39.21,-123.09
1.5,"45 km SW of Alcan Border, Alaska",62.4478,-141.8657
0.9,"14 km NE of Milford, Utah",38.4883333333333,-112.897666666667
0.35,"14 km NE of Milford, Utah",38.4903333333333,-112.898166666667
1.8,"150 km SSE of Sand Point, Alaska",54.1186,-159.475
4.6,"4 km NW of Yalina, Mexico",17.2717,-96.2864
4.5,"50 km W of Yomitan, Japan",26.4762,127.2416
1.62,"4 km E of Butte, Montana",46.0018333333333,-112.4725
0.9,"4 km WSW of Big Lake, Washington",48.3805,-122.29566666666666
1.09,"6 km WNW of Cobb, CA",38.8326683044434,-122.793167114258
1.1500000000000001,"4 km ESE of Sherwood, Oregon",45.344,-122.79133333333333
0.6,"15 km SW of Indian Springs, Nevada",36.4508,-115.7714
1.31,"7 km SSW of Mojave, CA",34.992,-118.1928333
1.62,"14 km WSW of Toms Place, CA",37.49,-118.81
0.88,"13 km NE of Milford, Utah",38.4826666666667,-112.8985
0.78,"12 km WSW of Searles Valley, CA",35.7101667,-117.511
0.68,"23 km SW of Ocotillo Wells, CA",32.9795,-116.278
1.9,"28 km NE of Mentone, Texas",31.913,-103.425
0.09,"37 km NNE of Amboy, Washington",46.20016666666667,-122.19166666666666
1.09,"10 km SSE of Willits, CA",39.33,-123.31
1.9,"17 km NE of Hermleigh, Texas",32.764,-100.649
0.07,"14 km NE of Milford, Utah",38.4971666666667,-112.901833333333
1.8,"142 km SSE of Sand Point, Alaska",54.1119,-159.8539
1.0,"25 km N of Atka, Alaska",52.4245,-174.153666666667
2.8,"45 km S of False Pass, Alaska",54.4503,-163.45
2.1,"28 km NNE of Paxson, Alaska",63.3325,-145.4586
4.2,"57 km WNW of Coquimbo, Chile",-29.7092,-71.8653
2.5,"20 km N of Skwentna, Alaska",62.1707,-151.3478
1.8,"26 km W of Volcano, Hawaii",19.4538326263428,-155.482498168945
1.95000005,"10 km SE of Volcano, Hawaii",19.3721675872803,-155.168670654297
2.16,"21 km ESE of Pāhala, Hawaii",19.0983333587646,-155.311340332031
0.78,"13 km NE of Milford, Utah",38.4871666666667,-112.8995
2.1,"46 km NE of Chase, Alaska",62.7756,-149.5358
1.19,"8 km ESE of Katie, Oklahoma",34.54533333,-97.26583333
1.3,"27 km NE of Beluga, Alaska",61.2908,-150.6671
0.08,"14 km SSE of Mammoth Lakes, CA",37.54,-118.87
1.7,"77 km W of Skwentna, Alaska",61.9473,-152.8714
2.0,"141 km SSE of Sand Point, Alaska",54.1171,-159.9021
0.77,"14 km NE of Milford, Utah",38.4883333333333,-112.900166666667
1.1,"62 km S of Cantwell, Alaska",62.8303,-148.8514
0.33,"14 km NE of Milford, Utah",38.491,-112.899166666667
0.48,"14 km NE of Milford, Utah",38.4898333333333,-112.893
0.76,"14 km NE of Milford, Utah",38.4846666666667,-112.894166666667
0.9,"25 km WNW of Susitna, Alaska",61.6352,-150.9503
0.83,"9 km NW of The Geysers, CA",38.8194999694824,-122.841499328613
0.99,"2 km ESE of Sumner, Washington",47.193,-122.21233333333333
1.33,"8 km E of Lebec, CA",34.8478333,-118.7828333
0.83,"14 km NE of Milford, Utah",38.49,-112.898666666667
1.8,"7 km NNW of Meadow Lakes, Alaska",61.6845,-149.6652
0.63,"13 km NE of Milford, Utah",38.4813333333333,-112.900166666667
2.2,"58 km S of Whites City, New Mexico",31.652,-104.467
1.2,"48 km WNW of Ninilchik, Alaska",60.2704,-152.4115
-0.09,"82 km NNW of Karluk, Alaska",58.2143333333333,-155.149333333333
1.7,"17 km NE of Hermleigh, Texas",32.755,-100.64
1.5,"28 km SSE of Mossyrock, Washington",46.288833333333336,-122.36816666666667
1.5,"17 km NE of Hermleigh, Texas",32.758,-100.642
1.19,"62 km ENE of Pedro Bay, Alaska",60.0358333333333,-153.108333333333
1.06,"11 km ENE of Indio, CA",33.7671667,-116.1125
1.6,"6 km SSE of Alamo, Nevada",37.3109,-115.1354
0.36,"8 km W of Dutch Harbor, Alaska",53.8763333333333,-166.6705
4.5,"104 km E of Tomioka, Japan",37.2289,142.1867
1.21,"6 km WSW of Darrington, Washington",48.230666666666664,-121.677
-0.22,"89 km NNW of Karluk, Alaska",58.2808333333333,-155.153333333333
0.13,"87 km NNW of Karluk, Alaska",58.2666666666667,-155.149333333333
5.0,West Chile Rise,-36.9594,-96.6228
0.6,"18 km NNE of Ridgecrest, CA",35.7785,-117.6141667
2.6,"142 km SSE of Sand Point, Alaska",54.1735,-159.5897
1.1,"6 km WSW of Four Mile Road, Alaska",64.5775,-149.2331
0.39,"61 km WNW of Ninilchik, Alaska",60.3038333333333,-152.649166666667
1.0,"3 km SE of San Jacinto, CA",33.763,-116.9333333
1.32,"30 km N of Fremont, Utah",38.7316666666667,-111.630666666667
2.16,"12 km ENE of Borrego Springs, CA",33.3015,-116.2535
0.03,"13 km NE of Milford, Utah",38.4846666666667,-112.896666666667
1.9,"40 km NNE of Petersville, Alaska",62.8488,-150.5473
1.72000003,"9 km S of Fern Forest, Hawaii",19.3831672668457,-155.152496337891
0.3,"13 km NE of Milford, Utah",38.485,-112.899166666667
0.7,"6 km S of Redlands, CA",33.9978333,-117.1706667
1.77999997,"8 km SSE of Volcano, Hawaii",19.3705005645752,-155.216003417969
0.24,"86 km NNW of Karluk, Alaska",58.2525,-155.157333333333
0.72,"87 km NNW of Karluk, Alaska",58.2521666666667,-155.166666666667
0.38,"90 km NNW of Karluk, Alaska",58.2831666666667,-155.182
0.8,"85 km NNW of Karluk, Alaska",58.2432,-155.1353
0.8,"87 km NNW of Karluk, Alaska",58.2626666666667,-155.155833333333
0.27,"95 km NNW of Karluk, Alaska",58.3478333333333,-155.125333333333
1.79,"16 km SW of Ferndale, CA",40.4696655273438,-124.390502929688
1.78,"15 km S of Volcano, Hawaii",19.3031673431396,-155.219161987305
2.09,"7 km SSE of Volcano, Hawaii",19.3773326873779,-155.214492797852
1.6,"7 km SSE of Big Lake, Alaska",61.4556,-149.905
0.64,"14 km SSE of Mammoth Lakes, CA",37.54,-118.88
0.77,"2 km NW of The Geysers, CA",38.7866668701172,-122.770500183105
1.86000001,"4 km SSW of Pāhala, Hawaii",19.1598339080811,-155.487670898438
1.41,"8 km W of Calistoga, CA",38.5778350830078,-122.673332214355
2.3,"25 km WNW of Susitna, Alaska",61.6239,-150.958
2.02,"11 km SSE of Suisun City, CA",38.16,-121.96
0.33,"12 km SSE of Mammoth Lakes, CA",37.5631666666667,-118.886333333333
1.29,"10 km NW of The Geysers, CA",38.8235015869141,-122.853164672852
1.36,"14 km WSW of Toms Place, CA",37.49,-118.81
0.81,"6 km ESE of Valle Vista, CA",33.7175,-116.8368333
1.23,"88 km NNW of Karluk, Alaska",58.2658333333333,-155.1655
1.23,"89 km NNW of Karluk, Alaska",58.2721666666667,-155.1945
0.58,"86 km NNW of Karluk, Alaska",58.2605,-155.107333333333
1.25,"88 km NNW of Karluk, Alaska",58.2656666666667,-155.155833333333
1.53,"18 km W of Pony, Montana",45.6818333333333,-112.1265
-0.73,"84 km NNW of Karluk, Alaska",58.2418333333333,-155.1035
4.3,"7 km W of Nereju Mic, Romania",45.7043,26.5971
1.04,"9 km WNW of Cobb, CA",38.8466682434082,-122.817832946777
0.42,"7 km WNW of Saratoga, CA",37.2833333333333,-122.096833333333
0.71,"4 km WNW of Borrego Springs, CA",33.2656667,-116.4203333
0.48,"13 km NE of Milford, Utah",38.4811666666667,-112.896833333333
0.81,"7 km NW of Prague, Oklahoma",35.53866667,-96.74433333
4.5,"137 km N of Caluula, Somalia",13.2021,50.6225
0.9,"63 km W of Cantwell, Alaska",63.473,-150.201
1.0,"31 km W of Cantwell, Alaska",63.3884,-149.5858
0.65,"12 km ENE of Borrego Springs, CA",33.3061667,-116.2541667
4.7,"88 km NE of Fef, Indonesia",-0.2754,133.0226
0.54,"8 km W of Dutch Harbor, Alaska",53.877,-166.6715
0.59,"36 km NE of Amboy, Washington",46.178,-122.16733333333333
1.6,"22 km NNW of Midland, Texas",32.198,-102.13
0.18,"38 km N of Ivanof Bay, Alaska",56.2466666666667,-159.423333333333
2.54,"6 km NW of Walker, CA",38.54,-119.54
1.17,"9 km N of Big Bear City, CA",34.3401667,-116.8413333
1.71000004,"9 km SE of Volcano, Hawaii",19.3759994506836,-155.183502197266
4.05,"39 km SE of Boca de Yuma, Dominican Republic",18.1751,-68.305
2.1,"34 km NW of Toyah, Texas",31.559,-104.016
1.08,"5 km ESE of Hennessey, Oklahoma",36.091,-97.83983333
2.6,"23 km SSW of Susitna, Alaska",61.3365,-150.6131
1.7,"27 km SSW of Mina, Nevada",38.1753,-118.2682
2.31,"2 km W of Santo Domingo, Puerto Rico",18.0596666666667,-66.7763333333333
1.01,"8 km WNW of Prague, Oklahoma",35.52933333,-96.76416667
0.21,"14 km NE of Milford, Utah",38.4843333333333,-112.894833333333
1.67,"14 km SW of Thatcher, Utah",41.5925,-112.41
2.282040596008301,"8 km ENE of Soap Lake, Washington",47.42033386230469,-119.39399719238281
2.95,"7 km E of Bishop, CA",37.3743333333333,-118.3195
5.6,"145 km SSE of Sand Point, Alaska",54.1094,-159.7025
2.07999992,"9 km SE of Volcano, Hawaii",19.3771667480469,-155.182006835938
1.06,"22 km ESE of Bodfish, CA",35.499,-118.2776667
3.3,"16 km ENE of Yakutat, Alaska",59.6205,-139.4782
2.5,"19 km NE of Yakutat, Alaska",59.6547,-139.4478
2.21,"11 km NNE of Dillon, Montana",45.3146666666667,-112.58
0.76,"18 km S of Trona, CA",35.6008333,-117.4028333
1.7,"17 km WSW of Falls City, Texas",28.91,-98.176
0.32,"4 km WNW of Valle Vista, CA",33.7646667,-116.9263333
1.0,"22 km NE of Manley Hot Springs, Alaska",65.1486,-150.3196
-1.04,"26 km WSW of Unalaska, Alaska",53.7733333333333,-166.894333333333
-0.28,"11 km W of Akutan, Alaska",54.1171666666667,-165.952833333333
1.05,"17 km ENE of Alum Rock, CA",37.47,-121.68
1.6,"6 km SSW of Pearsall, Texas",28.835,-99.121
-0.58,"67 km WNW of Beluga, Alaska",61.319,-152.275666666667
0.38,"3 km WNW of Valle Vista, CA",33.7633333,-116.925
-0.4,"66 km WNW of Beluga, Alaska",61.319,-152.273
0.21,"67 km WNW of Beluga, Alaska",61.3251666666667,-152.276833333333
1.3,"29 km ENE of Susitna North, Alaska",62.2553,-149.3304
-0.06,"66 km WNW of Beluga, Alaska",61.3286666666667,-152.266
0.32,"15 km NNW of Toms Place, CA",37.6605,-118.798666666667
-0.23,"63 km WNW of Tyonek, Alaska",61.2375,-152.267166666667
1.4,"43 km W of Tonsina, Alaska",61.6031,-145.9822
0.14,"14 km NNW of Toms Place, CA",37.6598333333333,-118.782166666667
-0.2,"48 km ESE of Beatty, Nevada",36.7841,-116.2426
0.24,"67 km NE of Nikolski, Alaska",53.3925,-168.199833333333
1.09,"6 km WNW of Cobb, CA",38.8354988098145,-122.793663024902
0.91,"15 km SSW of False Pass, Alaska",54.7246666666667,-163.484166666667
0.38,"15 km SSW of False Pass, Alaska",54.7206666666667,-163.4785
0.03,"37 km NNE of Amboy, Washington",46.19916666666666,-122.18816666666666
1.41,"2 km W of Brawley, CA",32.976,-115.5478333
1.02,"6 km WNW of Cobb, CA",38.8354988098145,-122.790168762207
0.8,"49 km NW of Ninilchik, Alaska",60.3593,-152.3045
0.39,"16 km W of Searles Valley, CA",35.758,-117.5753333
1.3,"26 km WSW of Susitna North, Alaska",62.0364,-150.2824
0.75,"9 km WNW of Cobb, CA",38.8484992980957,-122.818496704102
0.99,"9 km WNW of Cobb, CA",38.8481674194336,-122.818832397461
1.47,"9 km ENE of Willits, CA",39.4638333333333,-123.277666666667
2.61,"3 km SSW of Capitanejo, Puerto Rico",17.9886666666667,-66.547
0.7,"7 km NW of The Geysers, CA",38.813835144043,-122.815498352051
0.75,"13 km E of Cloverdale, CA",38.8409996032715,-122.877998352051
-0.1,"50 km ESE of Beatty, Nevada",36.6726,-116.281
1.7,"19 km W of Anchor Point, Alaska",59.8041,-152.169
-0.4,"49 km ESE of Beatty, Nevada",36.6808,-116.2858
2.58,"9 km N of Delta, B.C., MX",32.4311667,-115.1776667
0.28,"21 km ENE of Ashford, Washington",46.839666666666666,-121.77166666666666
0.5,"6 km WSW of Dutch Harbor, Alaska",53.874,-166.645
0.47,"12 km ESE of Anza, CA",33.4946667,-116.565
1.9,"53 km W of Stevens Village, Alaska",66.0269,-150.2707
1.5,"45 km W of Stevens Village, Alaska",65.9987,-150.0968
1.3,"27 km WNW of Willow, Alaska",61.807,-150.5512
0.42,"8 km ESE of Valle Vista, CA",33.7133333,-116.8125
0.95,"14 km SW of Thatcher, Utah",41.5931666666667,-112.4055
2.37,"7 km SSW of Volcano, Hawaii",19.3806666666667,-155.2555
2.04,"5 km SW of Volcano, Hawaii",19.4016666412354,-155.266494750977
2.1,"53 km W of Stevens Village, Alaska",66.0263,-150.2648
2.7,"12 km SSW of Forsan, Texas",31.9996,-101.3976
1.41,"17 km SE of Glacier, Washington",48.7655,-121.803
1.79,"6 km S of Volcano, Hawaii",19.3828333333333,-155.243666666667
3.3,"61 km NNW of Arctic Village, Alaska",68.6446,-146.036
1.81,"6 km SSW of Volcano, Hawaii",19.38450050354,-155.25700378418
0.1,"6 km NW of Virginia City, Nevada",39.3528,-119.7085
2.4,"68 km WSW of Karluk, Alaska",57.4253,-155.5694
0.23,"8 km NNW of The Geysers, CA",38.8311653137207,-122.817001342773
0.46,"38 km S of Morton, Washington",46.21366666666667,-122.18566666666666
3.17,"37 km WNW of Rincón, Puerto Rico",18.4528333333333,-67.5806666666667
0.77,"26 km N of Yucca Valley, CA",34.3468333,-116.4615
-0.35,"64 km WNW of Tyonek, Alaska",61.267,-152.255166666667
1.4,"15 km WNW of Progreso, B.C., MX",32.642,-115.7303333
0.92,"13 km NE of Milford, Utah",38.4873333333333,-112.901166666667
0.65,"9 km NNE of Cabazon, CA",33.9903333,-116.744
4.5,"202 km SE of Katsuura, Japan",33.678,141.6249
1.2,"15 km NE of Walker Lake, Nevada",38.7566,-118.6482
0.35,"66 km NNE of Chignik, Alaska",56.8658333333333,-158.075666666667
0.31,"6 km WSW of Dutch Harbor, Alaska",53.8768333333333,-166.644833333333
0.56,"3 km W of Cushing, Oklahoma",35.99,-96.80666667
0.63,"3 km W of Cushing, Oklahoma",35.98983333,-96.80966667
1.34,"3 km W of Cushing, Oklahoma",35.988,-96.80816667
2.35,"1 km N of Indios, Puerto Rico",18.0033333333333,-66.8183333333333
0.4,"13 km NE of Milford, Utah",38.4833333333333,-112.8945
1.4,"39 km WNW of Nanwalek, Alaska",59.5341,-152.5165
1.34,"3 km NW of Anderson Springs, CA",38.7863349914551,-122.71883392334
1.8,"3 km W of Cushing, Oklahoma",35.98966667,-96.8045
1.2,"39 km SSW of Skwentna, Alaska",61.6678,-151.6983
0.3,"8 km SE of Desert Aire, Washington",46.617,-119.8455
4.1,"99 km SE of Antofagasta, Chile",-24.2675,-69.6882
2.3,"16 km NW of Stanley, Idaho",44.3119,-115.0956
1.6,"70 km SE of Denali National Park, Alaska",63.1595,-150.6111
0.76,"9 km NW of The Geysers, CA",38.8216667175293,-122.843002319336
1.6,"45 km ESE of Pedro Bay, Alaska",59.6927,-153.3262
2.16000009,"4 km WSW of Volcano, Hawaii",19.4193325042725,-155.27099609375
-0.34,"58 km WNW of Tyonek, Alaska",61.2461666666667,-152.156333333333
-0.49,"60 km WNW of Tyonek, Alaska",61.257,-152.185333333333
2.04,"6 km SSW of Volcano, Hawaii",19.3875007629395,-155.261672973633
1.87,"18 km ENE of Red Bluff, CA",40.29,-122.08
0.8,"2 km NE of The Geysers, CA",38.792667388916,-122.74683380127
1.2,"57 km S of Tatitlek, Alaska",60.356,-146.8512
0.7,"3 km SE of San Jacinto, CA",33.7648333,-116.9335
1.3,"86 km NNW of Karluk, Alaska",58.3115,-154.8647
0.37,"42 km NE of Adak, Alaska",52.0915,-176.129833333333
2.2,"7 km SSW of Volcano, Hawaii",19.3793333333333,-155.259666666667
1.05,"2 km WSW of Danville, CA",37.8139991760254,-122.014663696289
0.4,"85 km NNW of Karluk, Alaska",58.2933333333333,-154.9195
1.7,"57 km S of Whites City, New Mexico",31.66,-104.334
-0.22,"6 km ESE of Unalaska, Alaska",53.849,-166.449666666667
0.29,"6 km ESE of Unalaska, Alaska",53.8585,-166.431833333333
1.8,"47 km ENE of Fort Bidwell, California",42.0064,-119.6116
1.6,"14 km NE of Walker Lake, Nevada",38.7447,-118.6398
4.3,"13 km N of Çelikhan, Turkey",38.1437,38.2237
1.3,"23 km ENE of Skwentna, Alaska",62.0603,-150.9834
2.29,"12 km WSW of Moss Beach, CA",37.478832244873,-122.632835388184
0.77,"4 km W of Banning, CA",33.9291667,-116.9191667
0.81,"7 km NNW of The Geysers, CA",38.8223342895508,-122.805999755859
1.76,"7 km SSW of Volcano, Hawaii",19.3821659088135,-155.261337280273
1.91999996,"7 km SSW of Volcano, Hawaii",19.3818340301514,-155.258666992188
2.5,"10 km NW of Trapper Creek, Alaska",62.3755,-150.3961
0.55,"5 km ENE of Magna, Utah",40.7341666666667,-112.044166666667
1.85000002,"7 km SSW of Volcano, Hawaii",19.3826675415039,-155.260665893555
0.35,"10 km WSW of Anza, CA",33.5355,-116.7806667
1.72,"8 km S of Volcano, Hawaii",19.36549949646,-155.239501953125
0.18,"13 km NE of Milford, Utah",38.4888333333333,-112.9035
2.26,"7 km SSW of Volcano, Hawaii",19.3823333333333,-155.256
0.9,"10 km WSW of Nenana, Alaska",64.5281,-149.3039
1.48,"9 km WSW of New Idria, CA",36.3851666666667,-120.762666666667
0.56,"7 km WSW of Dutch Harbor, Alaska",53.8728333333333,-166.647666666667
0.77,"8 km SE of Desert Aire, Washington",46.619166666666665,-119.844
1.34,"59 km WSW of Adak, Alaska",51.7595,-177.474
1.02,"14 km SE of Lincoln, Montana",46.8645,-112.536666666667
1.64,"14 km WNW of Progreso, B.C., MX",32.6446667,-115.7185
1.39,"16 km S of Volcano, Hawaii",19.294,-155.213833333333
1.19,"13 km ENE of Borrego Springs, CA",33.3045,-116.2501667
1.7,"7 km SSW of Volcano, Hawaii",19.378999710083,-155.259506225586
2.11,"7 km SSE of Volcano, Hawaii",19.3763332366943,-155.218505859375
2.01,"18 km NE of Red Bluff, CA",40.2941666666667,-122.086333333333
2.32,"7 km SSW of Volcano, Hawaii",19.3791666666667,-155.260666666667
2.31,"7 km SSW of Volcano, Hawaii",19.3773326873779,-155.260833740234
0.29,"49 km NNE of King Cove, Alaska",55.4395,-161.900833333333
0.09,"19 km W of Sitka, Alaska",57.0468333333333,-135.658
0.33,"14 km NE of Milford, Utah",38.4858333333333,-112.8965
0.78,"15 km N of Yucca Valley, CA",34.2513333,-116.4295
1.5,"59 km WSW of Adak, Alaska",51.7453333333333,-177.4745
5.0,south of Panama,4.9639,-82.6101
0.87,"24 km SW of Ocotillo Wells, CA",32.985,-116.314
4.9,"64 km SSE of Gorontalo, Indonesia",-0.0212,123.2328
0.62,"20 km ESE of Anza, CA",33.4838333,-116.4741667
2.5,"16 km WNW of Whites City, New Mexico",32.2217,-104.5398
-0.88,"25 km WSW of Unalaska, Alaska",53.7771666666667,-166.892833333333
1.37,"8 km SW of Davis, Oklahoma",34.45883333,-97.19766667
0.22,"11 km ESE of Mammoth Lakes, CA",37.6146666666667,-118.86
0.0,"6 km WSW of Dutch Harbor, Alaska",53.8746666666667,-166.645166666667
0.7000000000000001,"9 km SE of Desert Aire, Washington",46.62016666666667,-119.83616666666667
1.9,"43 km NW of Toyah, Texas",31.611,-104.099
1.6,"34 km SSW of Los Ybanez, Texas",32.434,-102.072
1.54,"5 km NNW of Boron, CA",35.0383333,-117.6785
0.44,"14 km NE of Milford, Utah",38.4898333333333,-112.898666666667
2.42,"8 km SE of Desert Aire, Washington",46.61833333333333,-119.841
1.86,"5 km SW of Guánica, Puerto Rico",17.9361666666667,-66.949
2.41,"1 km WSW of Indios, Puerto Rico",17.9898333333333,-66.836
0.76,"59 km W of Adak, Alaska",51.778,-177.488333333333
2.0,"14 km ESE of Pāhala, Hawaii",19.13450050354,-155.36067199707
2.1400001,"9 km SSE of Volcano, Hawaii",19.3736667633057,-155.186004638672
1.4,"36 km ESE of Cordova, Alaska",60.4657,-145.1079
1.7,"26 km SW of Manley Hot Springs, Alaska",64.8181,-151.002
2.4,"18 km NE of Jal, New Mexico",32.237,-103.069
1.01,"5 km NNW of Ocotillo Wells, CA",33.1895,-116.148
1.5,"28 km NNW of Fishhook, Alaska",61.9845,-149.4013
0.06,"14 km NE of Milford, Utah",38.4911666666667,-112.903166666667
1.07,"2 km NNW of The Geysers, CA",38.7895011901855,-122.764503479004
0.65,"40 km NE of Adak, Alaska",52.1098333333333,-176.188166666667
1.3,"34 km N of Chickaloon, Alaska",62.1105,-148.4747
1.48,"7 km WNW of Cobb, CA",38.8348350524902,-122.798667907715
-0.11,"14 km NE of Milford, Utah",38.4901666666667,-112.898333333333
3.8,"34 km NE of Whittier, Alaska",61.0183,-148.283
-0.21,"64 km NE of Nikolski, Alaska",53.3778333333333,-168.232333333333
2.13,"7 km SSW of Volcano, Hawaii",19.376,-155.251333333333
0.6,"13 km NE of Milford, Utah",38.4873333333333,-112.899666666667
1.82000005,"6 km S of Volcano, Hawaii",19.3841667175293,-155.244171142578
1.4,"62 km S of Kingston, Nevada",38.643,-117.0832
0.36,"14 km NE of Milford, Utah",38.4903333333333,-112.901166666667
0.45,"14 km NE of Milford, Utah",38.4923333333333,-112.899333333333
0.65,"7 km WNW of Cobb, CA",38.8381652832031,-122.798164367676
0.76,"13 km NE of Milford, Utah",38.4815,-112.901333333333
0.61,"6 km WNW of Cobb, CA",38.8373336791992,-122.786003112793
1.2,"41 km ESE of Whittier, Alaska",60.6248,-147.9807
0.5,"0 km NE of Carter Springs, Nevada",38.8652,-119.6356
0.35,"7 km WNW of Cobb, CA",38.8363342285156,-122.807502746582
2.4,"69 km WNW of Aleneva, Alaska",58.2876,-154.0113
2.27,"4 km SSE of Highland Park, CA",34.086,-118.1875
4.7,"Volcano Islands, Japan region",23.7539,142.6285
1.74,"8 km SE of Volcano, Hawaii",19.3798332214355,-155.186660766602
0.57,"4 km SW of Bingham Canyon, Utah",40.5285,-112.157666666667
0.92,"14 km SW of Thatcher, Utah",41.588,-112.403166666667
0.73,"9 km NE of Julian, CA",33.1451667,-116.543
1.52,"11 km E of Terrebonne, Oregon",44.36983333333333,-121.04016666666666
1.0,"89 km NNW of Karluk, Alaska",58.3487,-154.8212
